Date,MMWR_week,Location,Estimate_child,Estimate_adult
4/20/2024,30,MT,10.815,22.2
4/27/2024,31,MT,10.815,22.2
5/4/2024,32,MT,10.815,22.3
5/11/2024,33,MT,10.815,22.3
5/18/2024,34,MT,10.815,22.3
5/25/2024,35,MT,10.815,22.4
6/1/2024,36,MT,10.815,22.5
6/8/2024,37,MT,10.815,22.5
6/15/2024,38,MT,10.815,22.5
6/22/2024,39,MT,10.815,22.5
6/30/2024,40,MT,10.815,22.7
7/6/2024,41,MT,,22.8
7/13/2024,42,MT,,22.8
7/20/2024,43,MT,,22.8
7/27/2024,44,MT,,23.0
8/3/2024,45,MT,,23.1
8/10/2024,46,MT,,23.1
8/17/2024,47,MT,,23.1
9/7/2024,1,MT,,1.4
9/14/2024,2,MT,,3.1
9/21/2024,3,MT,,5.0
9/28/2024,4,MT,,7.2
10/5/2024,5,MT,3.3146,9.4
10/12/2024,6,MT,3.3146,10.6
10/19/2024,7,MT,7.6268,10.6
10/26/2024,8,MT,7.6268,13.1
11/2/2024,9,MT,7.6268,15.5
11/9/2024,10,MT,7.6268,16.9
11/16/2024,11,MT,7.6268,16.9
11/23/2024,12,MT,7.6268,16.9
11/30/2024,13,MT,8.5848,18.9
12/7/2024,14,MT,9.5429,20.9
12/14/2024,15,MT,9.5429,21.1
12/21/2024,16,MT,10.1711,21.1
12/28/2024,17,MT,10.1711,21.4
1/4/2025,18,MT,10.1711,21.4
1/11/2025,19,MT,10.1711,21.4
1/18/2025,20,MT,10.1711,21.4
1/25/2025,21,MT,10.3377,21.9
2/1/2025,22,MT,10.5043,22.4
2/8/2025,23,MT,10.5043,22.9
2/15/2025,24,MT,10.5043,22.9
2/22/2025,25,MT,10.6508,22.9
3/1/2025,26,MT,10.7973,22.9
3/8/2025,27,MT,10.7973,23.0
3/15/2025,28,MT,10.7973,23.2
3/22/2025,29,MT,10.7973,23.2
3/29/2025,30,MT,10.8458,24.0
4/5/2025,31,MT,10.8942,24.2
4/12/2025,32,MT,10.8942,24.2
4/19/2025,33,MT,10.8942,24.2
4/26/2025,34,MT,10.9698,24.2
5/3/2025,35,MT,11.0454,
5/10/2025,36,MT,11.0454,
5/17/2025,37,MT,11.0454,
5/24/2025,38,MT,11.0454,
5/31/2025,39,MT,11.0454,
6/7/2025,40,MT,11.0454,
6/14/2025,41,MT,11.0454,
6/21/2025,42,MT,11.0454,
6/28/2025,43,MT,,
10/4/2025,1,MT,1.02,
10/11/2025,2,MT,1.02,7.4
10/18/2025,3,MT,1.02,10.6
10/25/2025,4,MT,2.6012,12.0
11/1/2025,5,MT,4.1825,13.4
11/8/2025,6,MT,4.1825,14.3
11/15/2025,7,MT,4.1825,14.3
11/22/2025,8,MT,4.1825,16.3
11/29/2025,9,MT,4.7098,16.3
12/6/2025,10,MT,5.2371,16.3
12/13/2025,11,MT,5.2371,16.9
12/20/2025,12,MT,5.7137,16.9
12/27/2025,13,MT,5.7137,17.4
9/30/2023,1,NC,0,0.0
10/7/2023,2,NC,1.6692,6.1
10/14/2023,3,NC,1.7505,7.9
10/21/2023,4,NC,1.7505,7.9
10/28/2023,5,NC,4.6864,10.5
11/4/2023,6,NC,5.8884,13.2
11/11/2023,7,NC,5.8884,15.3
11/18/2023,8,NC,5.8884,16.1
11/25/2023,9,NC,5.8884,16.1
12/2/2023,10,NC,8.823,16.1
12/9/2023,11,NC,8.823,16.1
12/16/2023,12,NC,8.823,16.1
12/23/2023,13,NC,8.823,16.1
12/30/2023,14,NC,8.823,17.3
1/6/2024,15,NC,10.4778,18.4
1/13/2024,16,NC,10.7314,18.4
1/20/2024,17,NC,10.7314,19.3
1/27/2024,18,NC,10.7314,19.6
2/3/2024,19,NC,10.7717,19.8
2/10/2024,20,NC,10.7717,19.8
2/17/2024,21,NC,10.7717,19.8
2/24/2024,22,NC,10.7717,20.5
3/2/2024,23,NC,10.9047,20.5
3/9/2024,24,NC,10.9047,20.5
3/16/2024,25,NC,10.9047,20.5
3/23/2024,26,NC,10.9047,20.5
3/30/2024,27,NC,10.9047,20.7
4/6/2024,28,NC,11.0832,20.9
4/13/2024,29,NC,11.0832,20.9
4/20/2024,30,NC,11.0832,20.9
4/27/2024,31,NC,11.0832,21.0
5/4/2024,32,NC,11.2631,21.1
5/11/2024,33,NC,11.2631,21.1
5/18/2024,34,NC,11.2631,21.1
5/25/2024,35,NC,11.2631,21.3
6/1/2024,36,NC,11.2631,21.6
6/8/2024,37,NC,11.2631,21.6
6/15/2024,38,NC,11.2631,21.6
6/22/2024,39,NC,11.2631,21.6
6/30/2024,40,NC,11.2631,21.8
7/6/2024,41,NC,,21.9
7/13/2024,42,NC,,21.9
7/20/2024,43,NC,,21.9
7/27/2024,44,NC,,22.0
8/3/2024,45,NC,,22.2
8/10/2024,46,NC,,22.3
8/17/2024,47,NC,,22.3
9/7/2024,1,NC,,1.7
9/14/2024,2,NC,,2.5
9/21/2024,3,NC,,8.7
9/28/2024,4,NC,,8.7
10/5/2024,5,NC,2.9245,8.7
10/12/2024,6,NC,5.8761,8.7
10/19/2024,7,NC,5.8761,11.7
10/26/2024,8,NC,6.5139,13.0
11/2/2024,9,NC,7.1517,13.6
11/9/2024,10,NC,7.1517,13.6
11/16/2024,11,NC,7.1517,13.6
11/23/2024,12,NC,7.1517,14.2
11/30/2024,13,NC,8.2872,16.1
12/7/2024,14,NC,9.4227,16.9
12/14/2024,15,NC,9.4227,16.9
12/21/2024,16,NC,9.4227,16.9
12/28/2024,17,NC,9.737,17.7
1/4/2025,18,NC,10.0512,18.5
1/11/2025,19,NC,10.0512,18.5
1/18/2025,20,NC,10.0512,19.7
1/25/2025,21,NC,10.2326,19.8
2/1/2025,22,NC,10.414,19.8
2/8/2025,23,NC,10.414,19.8
2/15/2025,24,NC,10.414,19.8
2/22/2025,25,NC,10.6277,20.2
3/1/2025,26,NC,10.8414,20.7
3/8/2025,27,NC,10.8414,20.7
3/15/2025,28,NC,10.8414,20.9
3/22/2025,29,NC,10.8414,21.0
3/29/2025,30,NC,11.1073,21.0
4/5/2025,31,NC,11.3732,21.0
4/12/2025,32,NC,11.3732,21.0
4/19/2025,33,NC,11.3732,21.1
4/26/2025,34,NC,11.674,21.1
5/3/2025,35,NC,11.9749,
5/10/2025,36,NC,11.9749,
5/17/2025,37,NC,11.9749,
5/24/2025,38,NC,11.9749,
5/31/2025,39,NC,12.0205,
6/7/2025,40,NC,12.0661,
6/14/2025,41,NC,12.0661,
6/21/2025,42,NC,12.0661,
6/28/2025,43,NC,12.0661,
10/4/2025,1,NC,1.061,
10/11/2025,2,NC,3.4776,8.0
10/18/2025,3,NC,3.4776,8.0
10/25/2025,4,NC,3.4776,9.7
11/1/2025,5,NC,3.4776,11.1
11/8/2025,6,NC,3.4776,11.1
11/15/2025,7,NC,3.4776,13.1
11/22/2025,8,NC,3.4776,13.2
11/29/2025,9,NC,4.3037,14.0
12/6/2025,10,NC,5.1299,14.0
12/13/2025,11,NC,5.1299,14.0
12/20/2025,12,NC,5.1299,14.0
12/27/2025,13,NC,5.8756,14.5
9/30/2023,1,ND,0,4.0
10/7/2023,2,ND,0.9391,4.1
10/14/2023,3,ND,0.9391,4.9
10/21/2023,4,ND,0.9417,7.1
10/28/2023,5,ND,0.9417,8.8
11/4/2023,6,ND,5.851,10.5
11/11/2023,7,ND,5.9651,11.3
11/18/2023,8,ND,5.9651,11.3
11/25/2023,9,ND,5.9651,13.2
12/2/2023,10,ND,7.6701,14.4
12/9/2023,11,ND,7.6701,14.4
12/16/2023,12,ND,7.6701,14.4
12/23/2023,13,ND,7.6701,14.4
12/30/2023,14,ND,7.6701,15.5
1/6/2024,15,ND,8.4236,16.5
1/13/2024,16,ND,8.4236,17.1
1/20/2024,17,ND,8.4236,17.2
1/27/2024,18,ND,8.4236,17.3
2/3/2024,19,ND,8.9666,17.4
2/10/2024,20,ND,8.9666,17.4
2/17/2024,21,ND,8.9666,17.4
2/24/2024,22,ND,8.9666,17.7
3/2/2024,23,ND,10.0497,18.0
3/9/2024,24,ND,10.0497,18.0
3/16/2024,25,ND,10.0497,18.3
3/23/2024,26,ND,10.0497,18.3
3/30/2024,27,ND,10.0497,18.3
4/6/2024,28,ND,10.1956,18.3
4/13/2024,29,ND,10.1956,18.3
4/20/2024,30,ND,10.1956,18.3
4/27/2024,31,ND,10.1956,18.3
5/4/2024,32,ND,10.259,18.4
5/11/2024,33,ND,10.259,18.5
5/18/2024,34,ND,10.259,18.7
5/25/2024,35,ND,10.259,18.7
6/1/2024,36,ND,10.259,18.7
6/8/2024,37,ND,10.259,18.7
6/15/2024,38,ND,10.259,18.7
6/22/2024,39,ND,10.259,18.7
6/30/2024,40,ND,10.259,18.7
7/6/2024,41,ND,,18.7
7/13/2024,42,ND,,18.7
7/20/2024,43,ND,,18.7
7/27/2024,44,ND,,18.7
8/3/2024,45,ND,,18.7
8/10/2024,46,ND,,18.7
8/17/2024,47,ND,,18.7
9/7/2024,1,ND,,0.7
9/14/2024,2,ND,,0.7
9/21/2024,3,ND,,4.3
9/28/2024,4,ND,,5.6
10/5/2024,5,ND,2.5861,6.9
10/12/2024,6,ND,2.5861,10.3
10/19/2024,7,ND,5.7664,10.3
10/26/2024,8,ND,7.2243,11.7
11/2/2024,9,ND,8.6822,13.1
11/9/2024,10,ND,11.106,14.6
11/16/2024,11,ND,11.106,15.5
11/23/2024,12,ND,11.106,15.5
11/30/2024,13,ND,11.157,16.4
12/7/2024,14,ND,11.208,17.0
12/14/2024,15,ND,11.208,17.0
12/21/2024,16,ND,11.208,17.0
12/28/2024,17,ND,11.5564,17.8
1/4/2025,18,ND,11.9048,18.5
1/11/2025,19,ND,11.9048,18.5
1/18/2025,20,ND,12.2251,19.6
1/25/2025,21,ND,12.2251,19.6
2/1/2025,22,ND,12.2251,19.6
2/8/2025,23,ND,12.2251,19.6
2/15/2025,24,ND,12.2251,19.6
2/22/2025,25,ND,12.5832,20.1
3/1/2025,26,ND,12.9413,20.5
3/8/2025,27,ND,12.9413,20.5
3/15/2025,28,ND,12.9413,20.5
3/22/2025,29,ND,12.9413,20.5
3/29/2025,30,ND,13.0567,20.7
4/5/2025,31,ND,13.1722,20.9
4/12/2025,32,ND,13.1722,20.9
4/19/2025,33,ND,13.1722,20.9
4/26/2025,34,ND,13.1982,20.9
5/3/2025,35,ND,13.2243,
5/10/2025,36,ND,13.2243,
5/17/2025,37,ND,13.2243,
5/24/2025,38,ND,13.2243,
5/31/2025,39,ND,13.5124,
6/7/2025,40,ND,13.8005,
6/14/2025,41,ND,13.8005,
6/21/2025,42,ND,13.8005,
6/28/2025,43,ND,13.8005,
10/4/2025,1,ND,0.9262,
10/11/2025,2,ND,0.9262,4.7
10/18/2025,3,ND,4.8164,4.7
10/25/2025,4,ND,4.8164,7.7
11/1/2025,5,ND,4.8164,10.6
11/8/2025,6,ND,4.8164,10.6
11/15/2025,7,ND,4.8164,10.6
11/22/2025,8,ND,4.8164,13.5
11/29/2025,9,ND,5.415,13.5
12/6/2025,10,ND,6.0136,13.5
12/13/2025,11,ND,6.0136,13.5
12/20/2025,12,ND,6.0136,13.5
12/27/2025,13,ND,6.3455,13.9
9/30/2023,1,NE,0,2.0
10/7/2023,2,NE,2.3528,4.7
10/14/2023,3,NE,2.3528,7.0
10/21/2023,4,NE,2.3528,8.4
10/28/2023,5,NE,2.3528,10.8
11/4/2023,6,NE,6.6956,13.2
11/11/2023,7,NE,7.1227,13.8
11/18/2023,8,NE,7.1227,17.7
11/25/2023,9,NE,7.1227,17.7
12/2/2023,10,NE,9.6876,17.7
12/9/2023,11,NE,9.6876,17.7
12/16/2023,12,NE,9.6876,17.7
12/23/2023,13,NE,9.6876,17.7
12/30/2023,14,NE,9.6876,18.9
1/6/2024,15,NE,11.4357,20.0
1/13/2024,16,NE,11.4357,20.3
1/20/2024,17,NE,11.771,20.3
1/27/2024,18,NE,11.771,21.3
2/3/2024,19,NE,12.0288,21.3
2/10/2024,20,NE,12.0288,21.3
2/17/2024,21,NE,12.3383,21.3
2/24/2024,22,NE,12.3383,21.5
3/2/2024,23,NE,12.3383,21.7
3/9/2024,24,NE,12.3383,21.7
3/16/2024,25,NE,12.3383,21.7
3/23/2024,26,NE,12.3383,21.7
3/30/2024,27,NE,12.3383,22.1
4/6/2024,28,NE,12.5724,22.4
4/13/2024,29,NE,12.5724,22.4
4/20/2024,30,NE,12.5724,22.4
4/27/2024,31,NE,12.5724,22.6
5/4/2024,32,NE,12.818,22.8
5/11/2024,33,NE,12.818,22.8
5/18/2024,34,NE,12.818,22.8
5/25/2024,35,NE,12.818,22.9
6/1/2024,36,NE,13.5876,23.0
6/8/2024,37,NE,13.5876,23.0
6/15/2024,38,NE,13.5876,23.0
6/22/2024,39,NE,13.5876,23.0
6/30/2024,40,NE,13.5876,23.3
7/6/2024,41,NE,,23.5
7/13/2024,42,NE,,23.5
7/20/2024,43,NE,,23.5
7/27/2024,44,NE,,23.6
8/3/2024,45,NE,,23.7
8/10/2024,46,NE,,23.7
8/17/2024,47,NE,,23.7
9/7/2024,1,NE,,2.5
9/14/2024,2,NE,,3.9
9/21/2024,3,NE,,6.5
9/28/2024,4,NE,,7.5
10/5/2024,5,NE,2.6797,8.4
10/12/2024,6,NE,2.6797,14.3
10/19/2024,7,NE,4.0876,15.3
10/26/2024,8,NE,6.6896,15.3
11/2/2024,9,NE,8.7168,15.3
11/9/2024,10,NE,8.7168,15.3
11/16/2024,11,NE,8.7168,15.3
11/23/2024,12,NE,8.7168,19.7
11/30/2024,13,NE,9.8866,19.7
12/7/2024,14,NE,11.0565,19.7
12/14/2024,15,NE,11.0565,21.6
12/21/2024,16,NE,11.0565,21.6
12/28/2024,17,NE,11.7851,21.6
1/4/2025,18,NE,12.5137,21.6
1/11/2025,19,NE,12.5137,21.6
1/18/2025,20,NE,12.5137,21.6
1/25/2025,21,NE,13.1555,22.0
2/1/2025,22,NE,13.7974,22.3
2/8/2025,23,NE,13.7974,22.3
2/15/2025,24,NE,13.7974,22.6
2/22/2025,25,NE,13.9989,22.6
3/1/2025,26,NE,14.2005,22.6
3/8/2025,27,NE,14.2005,22.6
3/15/2025,28,NE,14.2005,22.6
3/22/2025,29,NE,14.2005,22.6
3/29/2025,30,NE,14.5098,22.9
4/5/2025,31,NE,14.8191,23.2
4/12/2025,32,NE,14.8191,23.2
4/19/2025,33,NE,14.8191,23.2
4/26/2025,34,NE,15.029,23.2
5/3/2025,35,NE,15.2388,
5/10/2025,36,NE,15.2388,
5/17/2025,37,NE,15.2388,
5/24/2025,38,NE,15.2388,
5/31/2025,39,NE,15.2388,
6/7/2025,40,NE,15.2388,
6/14/2025,41,NE,15.2388,
6/21/2025,42,NE,15.2388,
6/28/2025,43,NE,15.2388,
10/4/2025,1,NE,1.5841,
10/11/2025,2,NE,1.5841,9.1
10/18/2025,3,NE,1.5841,9.1
10/25/2025,4,NE,3.6191,10.0
11/1/2025,5,NE,5.6541,11.0
11/8/2025,6,NE,5.6541,12.0
11/15/2025,7,NE,5.6541,12.0
11/22/2025,8,NE,5.6541,12.5
11/29/2025,9,NE,6.8421,13.5
12/6/2025,10,NE,8.0302,14.5
12/13/2025,11,NE,8.0302,14.5
12/20/2025,12,NE,8.0302,15.9
12/27/2025,13,NE,8.2291,15.9
9/30/2023,1,NH,0.5685,5.1
10/7/2023,2,NH,3.1373,9.2
10/14/2023,3,NH,3.2987,10.1
10/21/2023,4,NH,3.2987,15.6
10/28/2023,5,NH,3.2987,17.2
11/4/2023,6,NH,11.071,18.8
11/11/2023,7,NH,12.6215,21.3
11/18/2023,8,NH,12.6215,21.7
11/25/2023,9,NH,13.085,22.6
12/2/2023,10,NH,15.8176,23.2
12/9/2023,11,NH,15.8176,23.2
12/16/2023,12,NH,15.8176,27.8
12/23/2023,13,NH,15.8176,27.8
12/30/2023,14,NH,17.0603,27.8
1/6/2024,15,NH,18.303,27.8
1/13/2024,16,NH,18.303,27.8
1/20/2024,17,NH,18.303,27.8
1/27/2024,18,NH,20.3455,27.8
2/3/2024,19,NH,20.3455,27.8
2/10/2024,20,NH,20.8645,28.0
2/17/2024,21,NH,20.8645,28.0
2/24/2024,22,NH,20.8645,28.3
3/2/2024,23,NH,21.1991,28.6
3/9/2024,24,NH,21.1991,29.0
3/16/2024,25,NH,21.3903,29.0
3/23/2024,26,NH,21.3903,29.2
3/30/2024,27,NH,21.3903,29.2
4/6/2024,28,NH,21.3903,29.2
4/13/2024,29,NH,21.3903,29.2
4/20/2024,30,NH,21.3903,29.5
4/27/2024,31,NH,21.3903,29.8
5/4/2024,32,NH,22.2553,30.0
5/11/2024,33,NH,22.2553,30.0
5/18/2024,34,NH,22.2553,30.0
5/25/2024,35,NH,22.2553,30.0
6/1/2024,36,NH,22.5155,30.0
6/8/2024,37,NH,22.5155,30.0
6/15/2024,38,NH,22.5155,30.0
6/22/2024,39,NH,22.5155,30.0
6/30/2024,40,NH,22.5155,30.3
7/6/2024,41,NH,,30.3
7/13/2024,42,NH,,30.3
7/20/2024,43,NH,,30.4
7/27/2024,44,NH,,30.5
8/3/2024,45,NH,,30.6
8/10/2024,46,NH,,30.6
8/17/2024,47,NH,,30.6
9/7/2024,1,NH,,2.3
9/14/2024,2,NH,,4.5
9/21/2024,3,NH,,9.5
9/28/2024,4,NH,,10.7
10/5/2024,5,NH,4.3598,11.8
10/12/2024,6,NH,4.3598,16.4
10/19/2024,7,NH,7.8212,18.6
10/26/2024,8,NH,9.6371,20.8
11/2/2024,9,NH,11.453,23.0
11/9/2024,10,NH,13.2407,24.3
11/16/2024,11,NH,13.2407,25.0
11/23/2024,12,NH,13.2407,28.1
11/30/2024,13,NH,13.9958,28.1
12/7/2024,14,NH,14.7509,28.2
12/14/2024,15,NH,14.7509,28.4
12/21/2024,16,NH,14.7509,30.2
12/28/2024,17,NH,15.2779,30.2
1/4/2025,18,NH,15.8048,30.2
1/11/2025,19,NH,15.8048,30.5
1/18/2025,20,NH,16.4029,31.4
1/25/2025,21,NH,16.4029,31.4
2/1/2025,22,NH,16.4029,31.4
2/8/2025,23,NH,16.4029,31.4
2/15/2025,24,NH,16.4029,31.5
2/22/2025,25,NH,16.6029,32.2
3/1/2025,26,NH,16.8029,32.3
3/8/2025,27,NH,16.8029,32.3
3/15/2025,28,NH,16.8029,32.3
3/22/2025,29,NH,16.8029,32.3
3/29/2025,30,NH,17.1423,32.4
4/5/2025,31,NH,17.4817,32.6
4/12/2025,32,NH,17.4817,32.6
4/19/2025,33,NH,17.5819,32.6
4/26/2025,34,NH,17.5819,32.6
5/3/2025,35,NH,17.5819,
5/10/2025,36,NH,17.5819,
5/17/2025,37,NH,17.5819,
5/24/2025,38,NH,17.5819,
5/31/2025,39,NH,17.5819,
6/7/2025,40,NH,17.5819,
6/14/2025,41,NH,17.5819,
6/21/2025,42,NH,17.5819,
6/28/2025,43,NH,17.5819,
10/4/2025,1,NH,1.2394,
10/11/2025,2,NH,2.0055,12.0
10/18/2025,3,NH,7.6482,12.0
10/25/2025,4,NH,7.6482,14.8
11/1/2025,5,NH,7.6482,17.7
11/8/2025,6,NH,7.6482,17.9
11/15/2025,7,NH,8.5551,17.9
11/22/2025,8,NH,8.5551,22.3
11/29/2025,9,NH,9.7568,22.3
12/6/2025,10,NH,10.9585,22.3
12/13/2025,11,NH,10.9585,22.3
12/20/2025,12,NH,10.9585,22.3
12/27/2025,13,NH,11.4539,23.5
9/30/2023,1,NJ,0.452,3.6
10/7/2023,2,NJ,3.1198,6.8
10/14/2023,3,NJ,3.4495,10.1
10/21/2023,4,NJ,3.5947,10.1
10/28/2023,5,NJ,3.5947,11.6
11/4/2023,6,NJ,6.3869,13.2
11/11/2023,7,NJ,6.3869,14.8
11/18/2023,8,NJ,6.5989,16.1
11/25/2023,9,NJ,6.5989,16.6
12/2/2023,10,NJ,9.3282,17.0
12/9/2023,11,NJ,9.3282,17.0
12/16/2023,12,NJ,9.3282,18.8
12/23/2023,13,NJ,9.3282,18.8
12/30/2023,14,NJ,9.3282,18.8
1/6/2024,15,NJ,10.8858,18.8
1/13/2024,16,NJ,10.8858,18.8
1/20/2024,17,NJ,10.8858,20.4
1/27/2024,18,NJ,10.8858,20.5
2/3/2024,19,NJ,11.2863,20.6
2/10/2024,20,NJ,11.2863,20.9
2/17/2024,21,NJ,11.2863,21.2
2/24/2024,22,NJ,11.2863,21.2
3/2/2024,23,NJ,12.1959,21.2
3/9/2024,24,NJ,12.1959,21.2
3/16/2024,25,NJ,12.1959,21.2
3/23/2024,26,NJ,12.1959,21.2
3/30/2024,27,NJ,12.1959,21.5
4/6/2024,28,NJ,12.2907,21.8
4/13/2024,29,NJ,12.2907,22.0
4/20/2024,30,NJ,12.2907,22.0
4/27/2024,31,NJ,12.2907,22.0
5/4/2024,32,NJ,12.6833,22.1
5/11/2024,33,NJ,12.6833,22.1
5/18/2024,34,NJ,12.6833,22.5
5/25/2024,35,NJ,12.6833,22.5
6/1/2024,36,NJ,13.3804,22.5
6/8/2024,37,NJ,13.3804,22.5
6/15/2024,38,NJ,13.3804,22.5
6/22/2024,39,NJ,13.3804,22.5
6/30/2024,40,NJ,13.3804,22.9
7/6/2024,41,NJ,,22.9
7/13/2024,42,NJ,,22.9
7/20/2024,43,NJ,,22.9
7/27/2024,44,NJ,,23.3
8/3/2024,45,NJ,,23.7
8/10/2024,46,NJ,,23.8
8/17/2024,47,NJ,,23.9
9/7/2024,1,NJ,,1.0
9/14/2024,2,NJ,,4.5
9/21/2024,3,NJ,,4.8
9/28/2024,4,NJ,,7.2
10/5/2024,5,NJ,2.6431,8.8
10/12/2024,6,NJ,3.8004,8.8
10/19/2024,7,NJ,3.8004,14.7
10/26/2024,8,NJ,5.0199,15.4
11/2/2024,9,NJ,6.2395,16.2
11/9/2024,10,NJ,6.2395,16.3
11/16/2024,11,NJ,6.2395,16.3
11/23/2024,12,NJ,6.2395,17.2
11/30/2024,13,NJ,7.1057,18.4
12/7/2024,14,NJ,7.972,18.7
12/14/2024,15,NJ,7.972,18.7
12/21/2024,16,NJ,7.972,18.7
12/28/2024,17,NJ,8.2151,19.9
1/4/2025,18,NJ,8.4582,20.7
1/11/2025,19,NJ,8.4582,20.7
1/18/2025,20,NJ,8.8326,20.7
1/25/2025,21,NJ,8.9037,21.2
2/1/2025,22,NJ,8.9748,21.7
2/8/2025,23,NJ,8.9748,21.7
2/15/2025,24,NJ,8.9748,21.7
2/22/2025,25,NJ,9.2631,21.9
3/1/2025,26,NJ,9.5515,22.1
3/8/2025,27,NJ,9.5515,22.1
3/15/2025,28,NJ,9.5515,22.1
3/22/2025,29,NJ,9.5515,22.1
3/29/2025,30,NJ,9.7083,22.6
4/5/2025,31,NJ,9.8652,23.1
4/12/2025,32,NJ,9.8652,23.1
4/19/2025,33,NJ,9.8652,23.4
4/26/2025,34,NJ,9.8788,23.4
5/3/2025,35,NJ,9.8924,
5/10/2025,36,NJ,9.8924,
5/17/2025,37,NJ,9.8924,
5/24/2025,38,NJ,9.8924,
5/31/2025,39,NJ,9.8924,
6/7/2025,40,NJ,9.8924,
6/14/2025,41,NJ,9.8924,
6/21/2025,42,NJ,9.8924,
6/28/2025,43,NJ,9.8924,
10/4/2025,1,NJ,1.8202,
10/11/2025,2,NJ,2.4693,7.4
10/18/2025,3,NJ,2.8675,7.4
10/25/2025,4,NJ,3.8669,10.0
11/1/2025,5,NJ,4.8663,12.3
11/8/2025,6,NJ,4.8663,12.3
11/15/2025,7,NJ,4.8663,12.6
11/22/2025,8,NJ,6.301,14.2
11/29/2025,9,NJ,6.4685,14.2
12/6/2025,10,NJ,6.636,14.2
12/13/2025,11,NJ,6.636,14.2
12/20/2025,12,NJ,6.636,14.6
12/27/2025,13,NJ,8.0554,15.1
9/30/2023,1,NM,0,2.4
10/7/2023,2,NM,2.0525,7.0
10/14/2023,3,NM,2.0905,8.6
10/21/2023,4,NM,8.136,9.7
10/28/2023,5,NM,8.136,11.8
11/4/2023,6,NM,8.136,13.9
11/11/2023,7,NM,8.2173,15.9
11/18/2023,8,NM,8.2173,19.1
11/25/2023,9,NM,8.2173,19.1
12/2/2023,10,NM,12.1752,19.1
12/9/2023,11,NM,12.235,19.3
12/16/2023,12,NM,12.235,19.3
12/23/2023,13,NM,12.2425,19.3
12/30/2023,14,NM,12.2425,20.5
1/6/2024,15,NM,16.0089,21.7
1/13/2024,16,NM,16.0089,22.8
1/20/2024,17,NM,16.0089,23.3
1/27/2024,18,NM,16.0089,23.3
2/3/2024,19,NM,16.0089,23.3
2/10/2024,20,NM,16.0089,24.0
2/17/2024,21,NM,16.2941,24.0
2/24/2024,22,NM,16.2941,24.1
3/2/2024,23,NM,16.9297,24.3
3/9/2024,24,NM,16.9297,24.3
3/16/2024,25,NM,16.9297,24.3
3/23/2024,26,NM,16.9297,24.3
3/30/2024,27,NM,16.9297,24.9
4/6/2024,28,NM,17.1967,25.2
4/13/2024,29,NM,17.1967,25.2
4/20/2024,30,NM,17.3222,26.0
4/27/2024,31,NM,17.3222,26.0
5/4/2024,32,NM,17.5466,26.0
5/11/2024,33,NM,17.756,26.0
5/18/2024,34,NM,17.756,26.4
5/25/2024,35,NM,17.756,26.4
6/1/2024,36,NM,17.756,26.4
6/8/2024,37,NM,17.756,26.4
6/15/2024,38,NM,17.756,26.4
6/22/2024,39,NM,17.756,26.4
6/30/2024,40,NM,17.756,26.6
7/6/2024,41,NM,,26.9
7/13/2024,42,NM,,26.9
7/20/2024,43,NM,,26.9
7/27/2024,44,NM,,27.3
8/3/2024,45,NM,,27.7
8/10/2024,46,NM,,27.7
8/17/2024,47,NM,,27.7
9/7/2024,1,NM,,2.9
9/14/2024,2,NM,,2.9
9/21/2024,3,NM,,6.2
9/28/2024,4,NM,,8.1
10/5/2024,5,NM,3.2175,10.0
10/12/2024,6,NM,4.2917,11.1
10/19/2024,7,NM,5.081,12.6
10/26/2024,8,NM,7.2335,15.0
11/2/2024,9,NM,9.3859,17.2
11/9/2024,10,NM,9.3859,17.2
11/16/2024,11,NM,9.3859,17.6
11/23/2024,12,NM,13.5875,17.6
11/30/2024,13,NM,13.5875,20.0
12/7/2024,14,NM,13.5875,22.4
12/14/2024,15,NM,13.5875,22.4
12/21/2024,16,NM,13.5875,22.4
12/28/2024,17,NM,14.5617,23.6
1/4/2025,18,NM,14.5617,24.7
1/11/2025,19,NM,14.5617,25.3
1/18/2025,20,NM,14.5617,26.1
1/25/2025,21,NM,14.9397,26.1
2/1/2025,22,NM,15.3178,26.1
2/8/2025,23,NM,15.3178,26.1
2/15/2025,24,NM,15.3178,26.6
2/22/2025,25,NM,15.9453,26.8
3/1/2025,26,NM,16.5728,26.8
3/8/2025,27,NM,16.5728,26.8
3/15/2025,28,NM,16.5728,26.8
3/22/2025,29,NM,16.5728,27.0
3/29/2025,30,NM,17.0477,28.1
4/5/2025,31,NM,17.5226,28.1
4/12/2025,32,NM,17.5226,28.1
4/19/2025,33,NM,17.5226,28.1
4/26/2025,34,NM,17.5937,28.1
5/3/2025,35,NM,17.6649,
5/10/2025,36,NM,17.6649,
5/17/2025,37,NM,17.6649,
5/24/2025,38,NM,17.6649,
5/31/2025,39,NM,17.6649,
6/7/2025,40,NM,17.6649,
6/14/2025,41,NM,17.6649,
6/21/2025,42,NM,17.6649,
6/28/2025,43,NM,17.6649,
10/4/2025,1,NM,3.5461,
10/11/2025,2,NM,5.8135,7.1
10/18/2025,3,NM,5.8135,11.2
10/25/2025,4,NM,5.8135,13.2
11/1/2025,5,NM,5.8135,15.2
11/8/2025,6,NM,5.8135,15.2
11/15/2025,7,NM,5.8135,15.2
11/22/2025,8,NM,5.8135,19.5
11/29/2025,9,NM,7.2809,20.0
12/6/2025,10,NM,8.7483,20.5
